stage,artifact_id,pdf_essential_artifact,canonical_path,status,accountable_role,exit_evidence
12,S12-N01,Merged participant threat model,docs/stages/12_design_security_guardrails_and_supplier_controls/threat-model.md,COMPLETED,Security Owner,Named-folder threat model completed for the local POC; not independent assurance
12,S12-M01,AI intelligence (merged capability),src/fde_capstone/intelligence/exception_detector.py,VERIFIED,AI Governance Owner,Guardrails keep intelligence outside QA release; prompt/tool abuse is contained in academic tests.
12,S12-M02,Identity reconciliation (merged capability),src/fde_capstone/reconciliation/patient_resolver.py,VERIFIED,Identity Owner,Security controls deny merge-on-conflict and require authorize() on reconcile routes.
12,S12-M03,Control Tower webapp (merged capability),src/fde_capstone/web/index.html,COMPLETED,Engineering Owner,Governance pages are demo-scoped; no real operator accounts.
12,S12-M04,Governance and audit (merged capability),docs/stages/12_design_security_guardrails_and_supplier_controls/threat-model.md,VERIFIED,AI Governance Owner,Threat model plus hash-chained AuditService; not independent security assurance.
13,S13-A01,Final ADR register,docs/stages/stage_13/02_FINAL_ADRS.md,PARTIAL,Architecture Owner,Twelve concise academic decisions; full rationale limited
13,S13-A02,Approved C4 baseline,docs/stages/stage_10/05_TARGET_C4_BASELINE_AND_AS_BUILT_DELTA.md,PARTIAL,Capstone Owner,Target views present; human approval pending
13,S13-A03,Delivery specification,docs/stages/stage_13/01_BUILD_READY_SPECIFICATION.md,PRESENT_INTERNAL,Engineering Owner,Approved only for synthetic academic build
13,S13-A04,NFRs,requirements/requirements.csv,PARTIAL,Engineering SRE Owners,20-client registered condition not verified
13,S13-A05,API and data contracts,docs/stages/stage_09/02_DATA_EVENT_AND_EVIDENCE_CONTRACTS.md,PARTIAL,API Data Owners,Target API routes not all built
13,S13-A06,Agent specifications,docs/stages/stage_11/01_AGENTIC_ORCHESTRATION_DESIGN.md,CONDITIONAL_NOT_SELECTED,AI Governance Owner,Single bounded assistant specified; multi-agent rejected
13,S13-A07,Evaluation cases,docs/stages/stage_07/evaluation_catalog.json,PRESENT_INTERNAL,TEVV Owner,Frozen 57-case catalog
13,S13-A08,Telemetry and logging specification,docs/stages/stage_16/01_SLOS_TELEMETRY_AND_ALERTS.md,PRESENT_INTERNAL,SRE Owner,Synthetic monitoring spec
13,S13-A09,Rollback requirements,docs/stages/stage_13/08_BROWNFIELD_MIGRATION_STRATEGY.md,PRESENT_INTERNAL,Architecture SRE Owners,External-effect reversal and cutover gates
13,S13-A10,Traceability matrix,requirements/TRACEABILITY_MATRIX.csv,PARTIAL,Product Owner,Cross-lifecycle CSV and Stage 13 product-to-demo trace exist; source-specific consolidation and owner review pending
13,S13-A11,Backlog,docs/stages/stage_13/03_DELIVERY_BACKLOG_AND_TRACEABILITY.md,PRESENT_INTERNAL,Product Owner,POC increments listed
13,S13-X01,Training-sequence PRD,docs/stages/stage_13/06_PRODUCT_REQUIREMENTS_DOCUMENT.md,PRESENT_INTERNAL,Capstone Owner,Additional training artifact; review pending
13,S13-N01,Merged participant delivery specification,docs/stages/13_approve_adrs_and_delivery_specification/delivery-specification.md,COMPLETED,Engineering Owner,Named-folder delivery specification completed for synthetic academic build only
13,S13-M01,AI intelligence (merged capability),src/fde_capstone/intelligence/exception_detector.py,VERIFIED,AI Governance Owner,Delivery spec FR coverage includes observe/recommend intelligence; Capstone Owner approval pending.
13,S13-M02,Identity reconciliation (merged capability),src/fde_capstone/reconciliation/patient_resolver.py,VERIFIED,Identity Owner,FR-02 identity reconciliation specified; academic build only.
13,S13-M03,Control Tower webapp (merged capability),src/fde_capstone/web/index.html,COMPLETED,Engineering Owner,Delivery spec includes packaged src/fde_capstone/web; Capstone Owner review pending.
13,S13-M04,Governance and audit (merged capability),src/fde_capstone/services/audit_service.py,VERIFIED,AI Governance Owner,Traceability and ADRs name governance controls; owner approval pending.
14,S14-A01,Source and IaC,src/fde_capstone/application.py,PARTIAL,Engineering Platform Owners,Python app Docker and CI exist; no enterprise IaC
14,S14-A02,Prompt and configuration registry,docs/stages/stage_14/assistant_config_registry.json,PRESENT_INTERNAL,AI Governance Owner,Versioned off/fake registry; live provider remains unselected
14,S14-A03,Model and tool versions,docs/stages/stage_14/AIBOM.json,PARTIAL,AI Governance Owner,Fake adapter version only; live provider conditional
14,S14-A04,Data pipelines,src/fde_capstone/source_cases.py,PARTIAL,Data Engineering Owner,Read-only v2 case access not full estate ingest
14,S14-A05,Agent definitions,-,CONDITIONAL_NOT_SELECTED,AI Governance Owner,No autonomous or multi-agent implementation
14,S14-A06,Orchestration workflows,src/fde_capstone/application.py,PRESENT_INTERNAL,Engineering Owner,Three shared-service POCs
14,S14-A07,Unit and integration tests,tests/e2e/test_full_journey.py,PRESENT_INTERNAL,Engineering Owner,Unit integration e2e suites
14,S14-A08,CI and CD evidence,.github/workflows/ci.yml,PARTIAL,Platform Owner,CI only; no production CD
14,S14-A09,As-built C4 views,docs/stages/stage_14/05_AS_BUILT_ARCHITECTURE.md,PARTIAL,Architecture Owner,Component flow only and no enterprise runtime
14,S14-N01,Merged participant technical defect-resolution report,docs/stages/14_engineer/technical-defect-resolution-report.md,COMPLETED,Engineering Owner,Named-folder Stage 14 defect report completed including identity reconciliation
14,S14-M01,AI intelligence (merged capability),src/fde_capstone/intelligence/exceptions_routes.py,VERIFIED,AI Governance Owner,Authenticated /intelligence/exceptions wired through authorize() and AuditService.
14,S14-M02,Identity reconciliation (merged capability),src/fde_capstone/reconciliation/patient_resolver.py,VERIFIED,Identity Owner,patient_resolver.py implemented against source_cases; never merge on conflict.
14,S14-M03,Control Tower webapp (merged capability),src/fde_capstone/web/index.html,COMPLETED,Engineering Owner,Governance section integrated into vanilla web/ matching Control Tower styles; web_frontend remains prototype.
14,S14-M04,Governance and audit (merged capability),src/fde_capstone/services/audit_service.py,VERIFIED,AI Governance Owner,AuditService writes SHA-256 linked rows on storage.py; verify() fails on tamper.
15,S15-A01,Evaluation harness,src/fde_capstone/evaluation.py,PRESENT_INTERNAL,TEVV Owner,Fifty-seven isolated structural probes
15,S15-A02,Golden datasets,docs/stages/stage_07/evaluation_catalog.json,PARTIAL,TEVV Owner,Public seed specs and source fixtures; no full adjudicated gold truth
15,S15-A03,Model and RAG results,-,CONDITIONAL_NOT_SELECTED,AI Governance Owner,No live model or RAG; fake boundary tests only
15,S15-A04,Agent task-completion results,docs/stages/stage_15/evaluation_results.json,PARTIAL,AI Governance Owner,Single assistant boundary only; no autonomous task
15,S15-A05,Inter-agent handoff tests,-,CONDITIONAL_NOT_SELECTED,AI Governance Owner,Multi-agent architecture rejected
15,S15-A06,Coordination and conflict tests,tests/unit/test_assistant.py,PARTIAL,AI Governance Owner,Assistant output conflict only; no inter-agent coordination
15,S15-A07,Loop and termination tests,tests/unit/test_assistant.py,PRESENT_INTERNAL,AI Governance Owner,One-call assistant path and fallback
15,S15-A08,Prompt-injection and tool-misuse tests,docs/stages/stage_15/02_RED_TEAM_AND_ADVERSARIAL_REPORT.md,PRESENT_INTERNAL,Security Owner,Fake malicious fixtures tested
15,S15-A09,Assurance report,docs/stages/stage_15/01_TEVV_REPORT.md,PARTIAL,Independent Assurance Owner,Internal Codex review only; independent report absent
15,S15-A10,Residual-risk acceptance,docs/stages/stage_15/03_RESIDUAL_RISK_DECISIONS.md,PARTIAL,Clinical Quality Owners,Restricted academic decision; real owner signoff unavailable
15,S15-N01,Merged participant red-team results,docs/stages/15_evaluate_attack_and_independently_assure/red-team-results.md,COMPLETED,Security Owner,Named-folder red-team results completed internally; independent assurer absent
15,S15-M01,AI intelligence (merged capability),src/fde_capstone/intelligence/exception_detector.py,VERIFIED,AI Governance Owner,Internal TEVV and red-team cover exception paths; independent assurance is still absent.
15,S15-M02,Identity reconciliation (merged capability),src/fde_capstone/reconciliation/patient_resolver.py,VERIFIED,Identity Owner,Identity conflict paths are in the evaluation catalog; no adjudicated gold truth claimed.
15,S15-M03,Control Tower webapp (merged capability),src/fde_capstone/web/index.html,COMPLETED,Engineering Owner,Packaged page is in the academic test surface; not independent UI assurance.
15,S15-M04,Governance and audit (merged capability),src/fde_capstone/services/audit_service.py,VERIFIED,AI Governance Owner,Audit chain and governance APIs are internally tested; independent assurer absent.
16,S16-A01,Operational RACI,docs/stages/stage_01/04_GOVERNANCE_RACI_AND_DECISION_RIGHTS.md,PARTIAL,Service Owner,Proposed governance not accepted service operations
16,S16-A02,Agent and LLM telemetry,docs/stages/stage_16/01_SLOS_TELEMETRY_AND_ALERTS.md,PARTIAL,SRE AI Governance Owners,Fake and off metrics only; no live model
16,S16-A03,Dashboards and alerts,docs/stages/stage_16/01_SLOS_TELEMETRY_AND_ALERTS.md,PARTIAL,SRE Owner,Design and local exercise only
16,S16-A04,Runbooks,docs/stages/stage_16/02_OPERATIONAL_RUNBOOKS.md,PRESENT_INTERNAL,Service Owner,Synthetic local procedures
16,S16-A05,Incident and rollback plans,docs/stages/stage_16/03_INCIDENT_CHANGE_AND_RECOVERY_PLAN.md,PARTIAL,SRE Owner,External-effect rollback untested
16,S16-A06,SOPs and training,docs/stages/stage_16/04_TRAINING_SOP_AND_EVIDENCE_INDEX.md,PARTIAL,Operations Quality Owners,Academic briefing; no accepted training record
16,S16-A07,Recovery evidence,docs/stages/stage_16/recovery_drill_results.json,PARTIAL,SRE Owner,Local SQLite restore not production DR
16,S16-A08,AI-system record,docs/stages/stage_12/06_ACADEMIC_AI_SYSTEM_CARD.md,PARTIAL,AI Governance Owner,Academic record exists; formal owner approval and external registration absent
16,S16-A09,Technical documentation,docs/stages/stage_16/04_TRAINING_SOP_AND_EVIDENCE_INDEX.md,PARTIAL,Architecture Regulatory Owners,Dispersed source and technical docs; no controlled regulated pack
16,S16-A10,Transparency and oversight records,docs/stages/stage_07/05_HUMAN_OVERSIGHT_AND_REVIEW_PROTOCOL.md,PARTIAL,Human Factors Owner,Protocol only; actual human records absent
16,S16-N01,Merged participant operational runbook,docs/stages/16_prepare_operations_recovery_and_regulatory_evidence/operational-runbook.md,COMPLETED,Service Owner,Named-folder runbook completed for local academic operations only
16,S16-M01,AI intelligence (merged capability),src/fde_capstone/intelligence/predictive_logistics.py,VERIFIED,AI Governance Owner,Predictive logistics is advisory telemetry; not a live operations model.
16,S16-M02,Identity reconciliation (merged capability),src/fde_capstone/reconciliation/patient_resolver.py,VERIFIED,Identity Owner,Runbooks treat identity conflict as human work; no automated COI repair.
16,S16-M03,Control Tower webapp (merged capability),src/fde_capstone/web/index.html,COMPLETED,Engineering Owner,Runbook covers local Control Tower start; not a regulated operator console.
16,S16-M04,Governance and audit (merged capability),docs/stages/16_prepare_operations_recovery_and_regulatory_evidence/operational-runbook.md,VERIFIED,AI Governance Owner,Operational runbook plus audit snapshot; not legally ready live service.
17,S17-A01,Release manifest,docs/stages/stage_14/release_manifest.json,PRESENT_INTERNAL,Platform Owner,Academic source and catalog digests
17,S17-A02,Deployment record,docs/stages/stage_17/01_RELEASE_DEPLOYMENT_AND_ADOPTION_RECORD.md,PARTIAL,Platform Owner,Local simulation not live deployment
17,S17-A03,Pilot and canary results,docs/stages/stage_17/deployment_simulation_results.json,PARTIAL,Product SRE Owners,Disposable fixture canary only
17,S17-A04,Autonomy-expansion record,-,CONDITIONAL_NOT_SELECTED,AI Governance Owner,AI off and no consequential agent autonomy
17,S17-A05,Rollback decision,docs/stages/stage_17/02_SHADOW_CANARY_AND_ROLLBACK.md,PARTIAL,SRE Owner,Feature flag exercise not source/infrastructure rollback
17,S17-A06,Adoption dashboard,-,EXTERNAL_REQUIRED,Product Operations Owner,No real users or adoption population
17,S17-A07,Override and workaround logs,-,EXTERNAL_REQUIRED,Human Factors Owner,No real operator study or workflow
17,S17-A08,Updated SOPs,-,EXTERNAL_REQUIRED,Operations Quality Owners,No organizational procedure adoption
17,S17-N01,Merged participant pilot and rollout plan,docs/stages/17_deploy_progressively_and_integrate_adoption/pilot-and-rollout-plan.md,COMPLETED,Platform Owner,Named-folder rollout plan completed; not a live deployment record
17,S17-M01,AI intelligence (merged capability),src/fde_capstone/intelligence/predictive_logistics.py,VERIFIED,AI Governance Owner,Advisory delay predictions do not expand autonomy or authorize rollout.
17,S17-M02,Identity reconciliation (merged capability),src/fde_capstone/reconciliation/patient_resolver.py,VERIFIED,Identity Owner,Rollout plan does not auto-reconcile live identifiers.
17,S17-M03,Control Tower webapp (merged capability),src/fde_capstone/web/index.html,COMPLETED,Engineering Owner,Pilot plan uses the academic browser demo; no real-user adoption dashboard.
17,S17-M04,Governance and audit (merged capability),src/fde_capstone/services/audit_service.py,VERIFIED,AI Governance Owner,Deployment record is local simulation; override logs from real operators are external.
18,S18-A01,Operational dashboards,docs/stages/stage_18/02_DASHBOARD_AND_ALERT_SPECIFICATION.md,PARTIAL,SRE Owner,Specification not live dashboard
18,S18-A02,Model tool and agent traces,docs/stages/stage_18/01_MONITORING_AND_RESILIENCE_REPORT.md,PARTIAL,SRE AI Governance Owners,Local audit metrics only; no live provider traces
18,S18-A03,Inter-agent interaction logs,-,CONDITIONAL_NOT_SELECTED,AI Governance Owner,No multi-agent system
18,S18-A04,Drift reports,-,EXTERNAL_REQUIRED,Data SRE Owners,Fixed fixture has no production drift population
18,S18-A05,Cost and availability reports,-,EXTERNAL_REQUIRED,Finance SRE Owners,No real model supplier or service uptime
18,S18-A06,Incident records,docs/stages/stage_18/03_INCIDENT_AND_DRILL_RECORD.md,PARTIAL,SRE Owner,Synthetic exercise only
18,S18-A07,Agent-loop alerts,docs/stages/stage_18/02_DASHBOARD_AND_ALERT_SPECIFICATION.md,CONDITIONAL_NOT_SELECTED,AI Governance Owner,One-call no-loop assistant; alert design only
18,S18-A08,Chaos and recovery results,docs/stages/stage_18/monitoring_simulation_results.json,PARTIAL,SRE Owner,Local fixture exercise not representative outage
18,S18-A09,Updated runbooks,docs/stages/stage_16/02_OPERATIONAL_RUNBOOKS.md,PARTIAL,Service Owner,No post-live-incident revision evidence
18,S18-N01,Merged participant monitoring and observability plan,docs/stages/18_monitor_and_validate_operational_resilience/monitoring-and-observability-plan.md,COMPLETED,SRE Owner,Named-folder monitoring plan completed; not live operational dashboards
18,S18-M01,AI intelligence (merged capability),src/fde_capstone/intelligence/digital_twin.py,VERIFIED,AI Governance Owner,Digital twin metrics are local academic traces; not production drift monitoring.
18,S18-M02,Identity reconciliation (merged capability),src/fde_capstone/reconciliation/patient_resolver.py,VERIFIED,Identity Owner,Monitoring records unresolved identity exceptions; it does not silently heal them.
18,S18-M03,Control Tower webapp (merged capability),src/fde_capstone/web/index.html,COMPLETED,Engineering Owner,Operations dashboard is a local view; not live SRE observability.
18,S18-M04,Governance and audit (merged capability),src/fde_capstone/services/audit_service.py,VERIFIED,AI Governance Owner,Local audit metrics only; no live provider traces or production drift population.
19,S19-A01,Benefits-realisation report,docs/stages/stage_19/01_VALUE_REALIZATION_REPORT.md,PARTIAL,Product Analytics Owners,Technical feasibility only
19,S19-A02,Before and after KPIs,-,EXTERNAL_REQUIRED,Analytics Owner,No real after cohort or baseline formulas
19,S19-A03,Cost-to-value analysis,docs/stages/stage_08/05_TCO_AND_COST_MODEL.md,PARTIAL,Finance Owner,Scenario TCO not measured cost per successful outcome
19,S19-A04,Counter-metrics,docs/stages/stage_03/04_VALUE_CTQ_AND_SUCCESS_CRITERIA.md,PARTIAL,Analytics Owner,Defined but not observed after intervention
19,S19-A05,Waste reduction,-,EXTERNAL_REQUIRED,Operations Owner,No real manual-labor before/after measure
19,S19-A06,Unintended effects,-,EXTERNAL_REQUIRED,Human Factors Owner,No real false-block or bias observation
19,S19-A07,Executive SCQA paper,docs/stages/stage_19/02_EXECUTIVE_DECISION_STORY.md,PARTIAL,Product Owner,Decision story exists; full executive SCQA packaging limited
19,S19-A08,C4 executive view,docs/stages/stage_10/05_TARGET_C4_BASELINE_AND_AS_BUILT_DELTA.md,PARTIAL,Architecture Owner,Technical C4 exists; executive simplified view absent
19,S19-A09,Decision recommendation,docs/stages/stage_19/02_EXECUTIVE_DECISION_STORY.md,PRESENT_INTERNAL,Product Owner,Restrict/change funding choice
19,S19-N01,Merged participant executive SCQA and roadmap,docs/stages/19_prove_value_and_tell_the_decision_story/executive-scqa-and-roadmap.md,COMPLETED,Product Owner,Named-folder executive story completed; benefits not claimed as observed
19,S19-M01,AI intelligence (merged capability),src/fde_capstone/intelligence/exception_detector.py,VERIFIED,AI Governance Owner,Intelligence supports the decision story as technical feasibility not proven benefit.
19,S19-M02,Identity reconciliation (merged capability),src/fde_capstone/reconciliation/patient_resolver.py,VERIFIED,Identity Owner,Value story credits explainable conflicts; not a cleaned production MPI.
19,S19-M03,Control Tower webapp (merged capability),src/fde_capstone/web/index.html,COMPLETED,Engineering Owner,Executive lens is a demo persona; not a proven-benefit report.
19,S19-M04,Governance and audit (merged capability),src/fde_capstone/services/audit_service.py,VERIFIED,AI Governance Owner,Decision recommendation is restrict/change; benefits remain unobserved.
20,S20-A01,AIMS performance report,docs/stages/stage_20/01_AIMS_LIFECYCLE_CONTROL_REVIEW.md,PARTIAL,AI Governance Owner,Internal academic review not certified AIMS
20,S20-A02,Audit findings,docs/stages/stage_20/02_INTERNAL_AUDIT_AND_CAPA.md,PARTIAL,Independent Assurance Owner,Internal Codex audit only
20,S20-A03,CAPA register,docs/stages/stage_20/02_INTERNAL_AUDIT_AND_CAPA.md,PRESENT_INTERNAL,Capstone Owner,Seven open CAPAs and containment
20,S20-A04,Management-review decision,docs/stages/stage_20/03_MANAGEMENT_REVIEW_AND_LIFECYCLE_DECISION.md,PARTIAL,Sponsor,Internal academic decision; sponsor review pending
20,S20-A05,Control plan,docs/stages/stage_20/07_CONTROL_PLAN_AND_CHANGE_REASSESSMENT.md,PRESENT_INTERNAL,Service AI Governance Owners,Academic trigger response and owner table
20,S20-A06,Updated impact risk C4 ADRs and evaluations,docs/stages/stage_20/07_CONTROL_PLAN_AND_CHANGE_REASSESSMENT.md,PARTIAL,Architecture AI Governance Owners,Change triggers defined; future reassessment evidence open
20,S20-A07,Scale change restrict suspend retire decision,docs/stages/stage_20/04_G6_DECISION_RECORD.md,PRESENT_INTERNAL,Capstone Owner,Restrict and change for synthetic POC
20,S20-N01,Merged participant AIMS performance report,docs/stages/20_evaluate_aims_and_decide_lifecycle_state/aims-performance-report.md,COMPLETED,AI Governance Owner,Named-folder AIMS review completed as internal academic restrict/change
20,S20-M01,AI intelligence (merged capability),src/fde_capstone/intelligence/exception_detector.py,VERIFIED,AI Governance Owner,Restrict/change: intelligence stays off for real data until CAPAs close.
20,S20-M02,Identity reconciliation (merged capability),src/fde_capstone/reconciliation/patient_resolver.py,VERIFIED,Identity Owner,Open identity CAPAs remain; restrict/change forbids real-data merge.
20,S20-M03,Control Tower webapp (merged capability),src/fde_capstone/web/index.html,COMPLETED,Engineering Owner,UI remains academic under restrict/change; no production operator rollout.
20,S20-M04,Governance and audit (merged capability),src/fde_capstone/services/audit_service.py,VERIFIED,AI Governance Owner,Internal audit/CAPA register is the containment record; sponsor review pending.
21,S21-A01,Retirement plan,docs/stages/stage_21/01_RETIREMENT_AND_ARCHIVE_RECORD.md,PARTIAL,Service Owner,Disposable local runtime only
21,S21-A02,Notifications,-,CONDITIONAL_NOT_SELECTED,Service Owner,No real users or external service retired
21,S21-A03,Access revocation,-,CONDITIONAL_NOT_SELECTED,Security Owner,No real enterprise access granted
21,S21-A04,Data model and memory disposition,docs/stages/stage_21/01_RETIREMENT_AND_ARCHIVE_RECORD.md,PARTIAL,Records AI Governance Owners,Temporary POC databases disposed; real records N/A
21,S21-A05,Agent and tool credential revocation,-,CONDITIONAL_NOT_SELECTED,Security Owner,No live credential or agent tool granted
21,S21-A06,Supplier and dependency closure,-,CONDITIONAL_NOT_SELECTED,Supplier Owner,No live supplier procured
21,S21-A07,Reusable ADR and C4 templates,docs/stages/stage_21/03_REUSABLE_IP_CATALOG.md,PARTIAL,Architecture Owner,Catalog lists assets; standalone templates absent
21,S21-A08,Updated reference architectures,docs/stages/stage_21/03_REUSABLE_IP_CATALOG.md,PARTIAL,Architecture Owner,Reuse guidance not versioned reference architecture
21,S21-A09,Eval and guardrail templates,docs/stages/stage_21/03_REUSABLE_IP_CATALOG.md,PARTIAL,TEVV Security Owners,Reusable patterns listed but not packaged as templates
21,S21-N01,Merged participant 90-day reusable-IP roadmap,docs/stages/21_retire_and_capture_reusable_ip/90-day-roadmap.md,COMPLETED,Architecture Owner,Named-folder 90-day roadmap completed; not retirement of a live enterprise system
21,S21-M01,AI intelligence (merged capability),src/fde_capstone/intelligence/exception_detector.py,VERIFIED,AI Governance Owner,Reusable exception patterns archived; local runtime intelligence is disposable.
21,S21-M02,Identity reconciliation (merged capability),src/fde_capstone/reconciliation/patient_resolver.py,VERIFIED,Identity Owner,Reusable resolver pattern catalogued; disposable POC databases are not enterprise records.
21,S21-M03,Control Tower webapp (merged capability),src/fde_capstone/web/index.html,COMPLETED,Engineering Owner,Frontend patterns are reusable IP; local demo UI is retired with the POC runtime.
21,S21-M04,Governance and audit (merged capability),src/fde_capstone/services/audit_service.py,VERIFIED,AI Governance Owner,Local runtime and POC databases are disposed; no real enterprise access to revoke.
